"","countrycode","frequencies","econdata","climdata","Estimate","StandardError","Variance","high95","low95","lowsignificant","unfilteredsignificant","signlofreq","signunfilt","sign","filters","category","Category","CoeffDifferents","iso_a3","absestimate","continent","invse"
"452","BLZ",3,"wb","UDel",0.018614165940556,0.0284979710676477,0.000812134354972485,0.0653508384914983,-0.0281225066103862,0,0,1,1,1,"3 years","intensifying","intensifying",0,"BLZ",0.018614165940556,"Americas",35.0902173921865
"880","BLZ",5,"wb","UDel",0.0483793912031557,0.0411429323593065,0.00169274088312247,0.115853800272418,-0.019095017866107,0,0,1,1,1,"5 years","intensifying","intensifying",0,"BLZ",0.0483793912031557,"Americas",24.3055111207648
"1308","BLZ",10,"wb","UDel",0.0326924913891954,0.0417405905072297,0.00174227689589223,0.101147059821052,-0.0357620770426613,0,0,1,1,1,"10 years","intensifying","intensifying",0,"BLZ",0.0326924913891954,"Americas",23.9574952785298
"1736","BLZ",15,"wb","UDel",0.135827547784513,0.155202020652696,0.0240876672146798,0.390358861654934,-0.118703766085908,0,0,1,1,1,"15 years","intensifying","intensifying",0,"BLZ",0.135827547784513,"Americas",6.44321508054174
"26","BOL",0,"wb","UDel",-0.00382171457267646,0.0104222355288081,0.000108622993417949,0.0132707516945688,-0.0209141808399217,0,0,0,0,1,"Unfiltered","intensifying","intensifying",0,"BOL",0.00382171457267646,"Americas",95.9487047894767
"454","BOL",3,"wb","UDel",-0.00843778745101303,0.0111947984413066,0.00012532351214148,0.00992168199272972,-0.0267972568947558,0,0,0,0,1,"3 years","intensifying","intensifying",0,"BOL",0.00843778745101303,"Americas",89.3272000601816
"882","BOL",5,"wb","UDel",-0.0134391104894031,0.0128469992434394,0.000165045389560933,0.00762996826983752,-0.0345081892486438,0,0,0,0,1,"5 years","intensifying","intensifying",0,"BOL",0.0134391104894031,"Americas",77.8391888293035
"1310","BOL",10,"wb","UDel",-0.0176693455791706,0.0213746159074253,0.000456874205189957,0.0173850245090068,-0.052723715667348,0,0,0,0,1,"10 years","intensifying","intensifying",0,"BOL",0.0176693455791706,"Americas",46.784466412452
"1738","BOL",15,"wb","UDel",-0.00915429440794348,0.0198483609712035,0.000393957433243196,0.0233970175848303,-0.0417056064007173,0,0,0,0,1,"15 years","intensifying","intensifying",0,"BOL",0.00915429440794348,"Americas",50.3819938306656
"27","BRA",0,"wb","UDel",-0.00187246745291809,0.0232517366359366,0.000540643256586955,0.0362603806300179,-0.0400053155358541,0,0,1,0,0,"Unfiltered","intensifying","intensifying",0,"BRA",0.00187246745291809,"Americas",43.0075402821506
"455","BRA",3,"wb","UDel",0.00539954795879534,0.0201463422709953,0.00040587510690009,0.0384395492832276,-0.0276404533656369,0,0,1,0,0,"3 years","intensifying","intensifying",0,"BRA",0.00539954795879534,"Americas",49.636801884365
"883","BRA",5,"wb","UDel",0.0240177697567742,0.0318798433072741,0.00101632440929635,0.0763007127807037,-0.0282651732671553,0,0,1,0,0,"5 years","intensifying","intensifying",0,"BRA",0.0240177697567742,"Americas",31.367782782415
"1311","BRA",10,"wb","UDel",0.0555248417953718,0.0413758852087494,0.00171196387680761,0.123381293537721,-0.0123316099469772,0,0,1,0,0,"10 years","intensifying","intensifying",0,"BRA",0.0555248417953718,"Americas",24.1686672068719
"1739","BRA",15,"wb","UDel",0.0933255846608078,0.0572370818479445,0.0032760835384683,0.187194398891437,-0.00054322956982121,0,0,1,0,0,"15 years","intensifying","intensifying",0,"BRA",0.0933255846608078,"Americas",17.471191187849
"29","BRN",0,"wb","UDel",-0.0272872300220876,0.0290358290154643,0.000843079366615281,0.020331529563274,-0.0749059896074491,0,0,1,0,0,"Unfiltered","intensifying","intensifying",0,"BRN",0.0272872300220876,"Asia",34.4402083187432
"457","BRN",3,"wb","UDel",0.0327038052462908,0.0546532382499125,0.0029869764512017,0.122335115976147,-0.0569275054835657,0,0,1,0,0,"3 years","intensifying","intensifying",0,"BRN",0.0327038052462908,"Asia",18.297177477889
"885","BRN",5,"wb","UDel",0.130121429890039,0.126509314551511,0.0160046066682932,0.337596705754518,-0.0773538459744395,0,0,1,0,0,"5 years","intensifying","intensifying",0,"BRN",0.130121429890039,"Asia",7.90455630516301
"1313","BRN",10,"wb","UDel",0.122747445534084,0.124494899574474,0.0154989800200583,0.326919080836221,-0.0814241897680527,0,0,1,0,0,"10 years","intensifying","intensifying",0,"BRN",0.122747445534084,"Asia",8.03245758194127
"1741","BRN",15,"wb","UDel",0.160414114063078,0.116363684462961,0.0135405070617955,0.351250556582333,-0.0304223284561783,0,0,1,0,0,"15 years","intensifying","intensifying",0,"BRN",0.160414114063078,"Asia",8.59374644774423
"30","BTN",0,"wb","UDel",-0.00182697714950384,0.0244701953188063,0.000598790458940531,0.0383041431733385,-0.0419580974723462,0,0,0,0,1,"Unfiltered","intensifying","intensifying",0,"BTN",0.00182697714950384,"Asia",40.8660407884632
"458","BTN",3,"wb","UDel",0.00758024230503224,0.0261893887748672,0.000685884084401141,0.0505308398958145,-0.03537035528575,0,0,0,0,1,"3 years","intensifying","intensifying",0,"BTN",0.00758024230503224,"Asia",38.1834035378349
"886","BTN",5,"wb","UDel",0.0171288175500443,0.0372280184588358,0.00138592535837142,0.0781827678225351,-0.0439251327224464,0,0,0,0,1,"5 years","intensifying","intensifying",0,"BTN",0.0171288175500443,"Asia",26.8614887764099
"1314","BTN",10,"wb","UDel",-0.023059410404813,0.0880490772628445,0.00775264000683836,0.121341076306252,-0.167459897115878,0,0,0,0,1,"10 years","intensifying","intensifying",0,"BTN",0.023059410404813,"Asia",11.3573024395792
"1742","BTN",15,"wb","UDel",-0.0533018931670073,0.0813008521114798,0.00660982855405271,0.0800315042958195,-0.186635290629834,0,0,0,0,1,"15 years","intensifying","intensifying",0,"BTN",0.0533018931670073,"Asia",12.2999940840571
"31","BWA",0,"wb","UDel",0.00829733381511111,0.01194550387035,0.000142695062716547,0.0278879601624851,-0.0112932925322629,1,0,1,1,1,"Unfiltered","intensifying_stat","intensifying",1,"BWA",0.00829733381511111,"Africa",83.7135051692634
"459","BWA",3,"wb","UDel",0.0064835275895512,0.0161639930847169,0.000261274672442777,0.032992476248487,-0.0200254210693846,1,0,1,1,1,"3 years","intensifying_stat","intensifying",1,"BWA",0.0064835275895512,"Africa",61.8659012509415
"887","BWA",5,"wb","UDel",0.00720450624105576,0.024157346875792,0.000583577408077339,0.0468225551173547,-0.0324135426352432,1,0,1,1,1,"5 years","intensifying_stat","intensifying",1,"BWA",0.00720450624105576,"Africa",41.3952742882579
"1315","BWA",10,"wb","UDel",0.0407532695023776,0.0441366051696055,0.00194803991589764,0.113137301980531,-0.0316307629757754,1,0,1,1,1,"10 years","intensifying_stat","intensifying",1,"BWA",0.0407532695023776,"Africa",22.6569305943958
"1743","BWA",15,"wb","UDel",0.110543475625594,0.0564501336136655,0.00318661758500069,0.203121694752005,0.0179652564991823,1,0,1,1,1,"15 years","intensifying_stat","intensifying",1,"BWA",0.110543475625594,"Africa",17.7147499214762
"32","CAF",0,"wb","UDel",-0.00348369240172001,0.0353911963120891,0.00125253677640083,0.0545578695501061,-0.0615252543535461,0,0,1,0,0,"Unfiltered","intensifying","intensifying",0,"CAF",0.00348369240172001,"Africa",28.2556145088098
"460","CAF",3,"wb","UDel",0.0224832188711958,0.0324525108310642,0.00105316545924034,0.075705336634141,-0.0307388988917495,0,0,1,0,0,"3 years","intensifying","intensifying",0,"CAF",0.0224832188711958,"Africa",30.8142567213252
"888","CAF",5,"wb","UDel",0.0659577308279292,0.0480975877078253,0.00231337794331195,0.144837774668763,-0.0129223130129043,0,0,1,0,0,"5 years","intensifying","intensifying",0,"CAF",0.0659577308279292,"Africa",20.7910634952136
