"","countrycode","UDel_p_pop","year"
"14494","IDN",2415.69374084254,1959
"14495","IMN",NA,1959
"14496","IND",1304.64931384353,1959
"14497","IOA",NA,1959
"14498","IOT",NA,1959
"14499","IRL",934.432801083138,1959
"14500","IRN",302.667235171774,1959
"14501","IRQ",223.161879830628,1959
"14502","ISL",1151.14819279775,1959
"14503","ISR",366.119979703119,1959
"14504","ITA",1149.57264140467,1959
"14505","JAM",1712.47038827354,1959
"14506","JEY",754.4,1959
"14507","JOR",208.553621028743,1959
"14508","JPN",1841.45257505626,1959
"14509","KAS",174.7,1959
"14510","KAZ",391.308376756811,1959
"14511","KEN",1068.83595020634,1959
"14512","KGZ",456.991262301169,1959
"14513","KHM",1454.880239439,1959
"14514","KIR",NA,1959
"14515","KNA",NA,1959
"14516","KOR",1319.58813309485,1959
"14517","KOS",759.864523833489,1959
"14518","KWT",180.030061612283,1959
"14519","LAO",1721.6176750724,1959
"14520","LBN",878.948327419425,1959
"14521","LBR",3055.61860506925,1959
"14522","LBY",185.361087401406,1959
"14523","LCA",NA,1959
"14524","LIE",1153.26568296273,1959
"14525","LKA",2676.32152557926,1959
"14526","LSO",841.020552948559,1959
"14527","LTU",551.201616196732,1959
"14528","LUX",644.8,1959
"14529","LVA",594.28253806978,1959
"14530","MAC",2057.1,1959
"14531","MAF",NA,1959
"14532","MAR",350.880823545203,1959
"14533","MCO",1173.3,1959
"14534","MDA",450.514805451159,1959
"14535","MDG",1798.36605082832,1959
"14536","MDV",NA,1959
"14537","MEX",1025.2324089476,1959
"14538","MHL",NA,1959
"14539","MKD",760.049797783817,1959
"14540","MLI",788.635742021894,1959
"14541","MLT",NA,1959
"14542","MMR",2224.57775605812,1959
"14543","MNE",1583.43775887464,1959
"14544","MNG",283.182942836238,1959
"14545","MNP",NA,1959
"14546","MOZ",924.673499863057,1959
"14547","MRT",278.455838755598,1959
"14548","MSR",NA,1959
"14549","MUS",1421.4,1959
"14550","MWI",1000.21795407952,1959
"14551","MYS",2775.78095953565,1959
"14552","NAM",279.857838744463,1959
"14553","NCL",1651.22869944862,1959
"14554","NER",543.298449077789,1959
"14555","NFK",NA,1959
"14556","NGA",1469.0425322181,1959
"14557","NIC",1425.51827018822,1959
"14558","NIU",NA,1959
"14559","NLD",552.428382866048,1959
"14560","NOR",1010.1221185207,1959
"14561","NPL",1351.69948459662,1959
"14562","NRU",NA,1959
"14563","NZL",1176.90390323638,1959
"14564","OMN",141.589156501721,1959
"14565","PAK",584.09508452647,1959
"14566","PAN",2531.85552251308,1959
"14567","PCN",NA,1959
"14568","PER",758.1112209964,1959
"14569","PHL",2100.05583561141,1959
"14570","PLW",NA,1959
"14571","PNG",2849.33022369587,1959
"14572","POL",524.756490089982,1959
"14573","PRI",1865.2914446643,1959
"14574","PRK",985.768735096687,1959
"14575","PRT",1311.32952880328,1959
"14576","PRY",1656.77874016594,1959
"14577","PYF",1616.3,1959
"14578","QAT",82.6990812287348,1959
"14579","ROU",483.380130305415,1959
"14580","RUS",500.902256997745,1959
"14581","RWA",1090.20996374096,1959
"14582","ESH",40.6479754835507,1959
"14583","SAU",100.584517128377,1959
"14584","SDN",396.876071275379,1959
"14585","SSD",901.575315673016,1959
"14586","SEN",589.53885919676,1959
"14587","SGP",NA,1959
"14588","SGS",NA,1959
"14589","SHN",NA,1959
"14590","SLB",3457.5992715045,1959
"14591","SLE",2894.35458043913,1959
"14592","SLV",1739.32438538135,1959
"14593","SMR",1133.89656085891,1959
"14594","SOL",232.878289539138,1959
"14595","SOM",326.500112888821,1959
"14596","SPM",NA,1959
"14597","SRB",707.850861467544,1959
"14598","STP",1875.7,1959
"14599","SUR",1851.62381967227,1959
"14600","SVK",651.996459473312,1959
"14601","SVN",1217.05941335366,1959
"14602","SWE",541.233380325322,1959
"14603","SWZ",777.519623621195,1959
"14604","SXM",NA,1959
"14605","SYC",NA,1959
"14606","SYR",316.034732888379,1959
"14607","TCA",582.7,1959
"14608","TCD",824.323403417756,1959
"14609","TGO",1315.54328928146,1959
"14610","THA",1455.97047985909,1959
"14611","TJK",449.905766256562,1959
"14612","TKM",160.052173682684,1959
"14613","TLS",1452.23707270728,1959
"14614","TON",NA,1959
"14615","TTO",1440.81329341834,1959
"14616","TUN",526.296935642186,1959
"14617","TUR",598.327238109266,1959
"14618","TWN",2418.25562352169,1959
"14619","TZA",890.245833711384,1959
"14620","UGA",1191.20350434162,1959
"14621","UKR",473.763560187081,1959
"14622","URY",1644.58294485143,1959
"14623","USA",993.353820200972,1959
"14624","UZB",309.589198965182,1959
"14625","VAT",686.5,1959
"14626","VCT",1751.1,1959
"14627","VEN",1004.84941117583,1959
"14628","VGB",NA,1959
"14629","VIR",789.2,1959
"14630","VNM",1593.83046161795,1959
"14631","VUT",3003.06456238172,1959
"14632","PSE",490.193493793242,1959
"14633","WLF",NA,1959
"14634","WSM",3250.9,1959
"14635","YEM",295.105470491553,1959
"14636","ZAF",690.526132795758,1959
"14637","ZMB",991.269363470698,1959
"14638","ZWE",698.514563806056,1959
"14639","TUV",NA,1959
"14640","GUF",3266.675412963,1959
"14641","ABW",NA,1960
"14642","AFG",334.457487525173,1960
"14643","AGO",1270.53323792356,1960
"14644","AIA",NA,1960
"14645","ALB",1540.50640347707,1960
"14646","ALA",760.6,1960
"14647","AND",1129.78021433197,1960
"14648","ARE",83.5378218835273,1960
"14649","ARG",789.427005904962,1960
"14650","ARM",496.760706725826,1960
"14651","ASM",NA,1960
"14652","ATA",NA,1960
"14653","Ashm",NA,1960
"14654","ATF",NA,1960
"14655","ATG",NA,1960
"14656","AUS",887.978853678191,1960
"14657","AUT",967.69778376148,1960
"14658","AZE",403.330440205644,1960
"14659","BDI",963.016348242272,1960
"14660","BEL",905.284265368234,1960
"14661","BEN",1368.82146121693,1960
"14662","BFA",894.472584630358,1960
"14663","BGD",2049.95656917033,1960
"14664","BGR",699.346265630104,1960
"14665","BHR",NA,1960
"14666","BHS",1477.04968374478,1960
"14667","BIH",1161.3145632369,1960
"14668","BLM",NA,1960
"14669","BLR",658.029786344342,1960
"14670","BLZ",2162.45759835518,1960
"14671","BMU",NA,1960
"14672","BOL",970.012512409176,1960
"14673","BRA",1507.66190508802,1960
"14674","BRB",NA,1960
"14675","BRN",3022.24760164551,1960
"14676","BTN",3195.07494527226,1960
"14677","BWA",433.949237437025,1960
"14678","CAF",1536.80989236093,1960
"14679","CAN",824.475056609523,1960
"14680","CHE",1458.1715756719,1960
"14681","CHL",555.641055995916,1960
"14682","CHN",942.397492920747,1960
"14683","CIV",1725.80519439261,1960
"14684","CMR",1968.50775957864,1960
"14685","COD",1543.87875072272,1960
"14686","COG",1189.89027687205,1960
"14687","COK",2599.7,1960
"14688","COL",1757.86246280332,1960
"14689","COM",2470,1960
"14690","CPV",628.3,1960
"14691","CRI",3551.42691374083,1960
"14692","CUB",1531.81502348061,1960
"14693","CUW",NA,1960
"14694","CYM",1379.4,1960
"14695","CYN",307.93901083039,1960
"14696","CYP",348.399887100901,1960
"14697","CZE",703.912267753281,1960
"14698","DEU",868.351727993207,1960
"14699","DJI",155.47183875559,1960
"14700","DMA",NA,1960
"14701","DNK",736.409434680782,1960
"14702","DOM",1921.81452960472,1960
"14703","DZA",462.928364609595,1960
"14704","ECU",991.828414568594,1960
"14705","EGY",32.1204202913647,1960
"14706","ERI",380.987311090119,1960
"14707","ESP",853.725541706577,1960
"14708","EST",685.148458517015,1960
"14709","ETH",1131.37210888841,1960
"14710","FIN",600.818659624773,1960
"14711","FJI",3178.91110439616,1960
"14712","FLK",423.948885099752,1960
"14713","FRA",964.880147791288,1960
"14714","FRO",NA,1960
"14715","FSM",NA,1960
"14716","GAB",2313.69483394217,1960
"14717","Gaza",83.4,1960
"14718","GBR",961.488863384663,1960
"14719","GEO",1003.55064167181,1960
"14720","GGY",NA,1960
"14721","GHA",1427.82423308531,1960
"14722","GIN",2141.35492905086,1960
"14723","GMB",1027.96463658265,1960
"14724","GNB",1682.14100145153,1960
"14725","GNQ",2341.397908655,1960
"14726","GRC",711.509556499047,1960
"14727","GRD",NA,1960
"14728","GRL",706.665765808839,1960
"14729","GTM",2356.81601404523,1960
"14730","GUM",NA,1960
"14731","GUY",2210.10059398306,1960
"14732","HKG",2301.3,1960
"14733","HMD",NA,1960
"14734","HND",1906.54615319315,1960
"14735","HRV",1137.1270282674,1960
"14736","HTI",1883.61280541732,1960
"14737","HUN",629.208696127405,1960
"14738","IDN",2544.78752762988,1960
"14739","IMN",NA,1960
"14740","IND",1193.42541054061,1960
"14741","IOA",NA,1960
"14742","IOT",NA,1960
"14743","IRL",1258.22759227502,1960
"14744","IRN",254.244380240027,1960
"14745","IRQ",195.022881609581,1960
"14746","ISL",741.340953311418,1960
"14747","ISR",316.845819789426,1960
"14748","ITA",1260.51558633589,1960
"14749","JAM",2200.12830073455,1960
"14750","JEY",1096.1,1960
"14751","JOR",152.538375508199,1960
"14752","JPN",1524.76586675619,1960
"14753","KAS",116.6,1960
"14754","KAZ",418.31491302077,1960
"14755","KEN",1109.10289181861,1960
"14756","KGZ",438.707250883056,1960
"14757","KHM",1529.60296533438,1960
"14758","KIR",NA,1960
"14759","KNA",NA,1960
"14760","KOR",1185.64185192117,1960
"14761","KOS",833.090693321607,1960
"14762","KWT",123.070091254759,1960
"14763","LAO",1755.64005526642,1960
"14764","LBN",819.167543429261,1960
"14765","LBR",2823.3272311499,1960
"14766","LBY",201.092744580831,1960
"14767","LCA",NA,1960
"14768","LIE",1902.94905891527,1960
"14769","LKA",2491.06480618817,1960
"14770","LSO",831.558562018039,1960
"14771","LTU",748.855704318196,1960
"14772","LUX",805.9,1960
"14773","LVA",685.953227536632,1960
"14774","MAC",1717.1,1960
"14775","MAF",NA,1960
"14776","MAR",568.719204529329,1960
"14777","MCO",1150.9,1960
"14778","MDA",508.647011438858,1960
"14779","MDG",1387.25810749452,1960
"14780","MDV",NA,1960
"14781","MEX",906.57441216865,1960
"14782","MHL",NA,1960
"14783","MKD",764.169821652096,1960
"14784","MLI",770.657416109719,1960
"14785","MLT",NA,1960
"14786","MMR",1871.21570892618,1960
"14787","MNE",1735.09979319493,1960
"14788","MNG",287.179492650737,1960
"14789","MNP",NA,1960
"14790","MOZ",929.672926220601,1960
"14791","MRT",289.20580405291,1960
"14792","MSR",NA,1960
"14793","MUS",1848.8,1960
"14794","MWI",984.7130244823,1960
"14795","MYS",2555.63633821708,1960
"14796","NAM",314.902398040399,1960
"14797","NCL",1448.92890038703,1960
"14798","NER",511.644858237658,1960
"14799","NFK",NA,1960
"14800","NGA",1544.90984269653,1960
"14801","NIC",2026.35592560538,1960
"14802","NIU",NA,1960
"14803","NLD",960.452798095181,1960
"14804","NOR",1015.99497777214,1960
"14805","NPL",1595.66163871427,1960
"14806","NRU",NA,1960
"14807","NZL",1288.09207788901,1960
"14808","OMN",128.397214793722,1960
"14809","PAK",357.343874272396,1960
"14810","PAN",3170.11057042745,1960
"14811","PCN",NA,1960
"14812","PER",677.865555809224,1960
"14813","PHL",2622.7442237857,1960
"14814","PLW",NA,1960
"14815","PNG",3082.82469216951,1960
"14816","POL",703.482585195601,1960
"14817","PRI",2370.06891635453,1960
"14818","PRK",1966.08425054244,1960
"14819","PRT",1520.51260074715,1960
"14820","PRY",1336.6158576374,1960
"14821","PYF",1890.4,1960
"14822","QAT",16.0899882939286,1960
"14823","ROU",554.953784203172,1960
"14824","RUS",555.464205978081,1960
"14825","RWA",963.166016947694,1960
"14826","ESH",21.4467128018354,1960
"14827","SAU",88.2057889522715,1960
"14828","SDN",310.422758155395,1960
"14829","SSD",963.829815841196,1960
"14830","SEN",748.027238563352,1960
"14831","SGP",NA,1960
"14832","SGS",NA,1960
"14833","SHN",NA,1960
"14834","SLB",3151.14775656629,1960
"14835","SLE",2765.55732081353,1960
"14836","SLV",2093.94959946643,1960
"14837","SMR",1231.46678267251,1960
"14838","SOL",306.33146932339,1960
"14839","SOM",476.34742020986,1960
"14840","SPM",NA,1960
"14841","SRB",672.221181822239,1960
"14842","STP",1722.2,1960
"14843","SUR",2118.68451867633,1960
"14844","SVK",792.767230291318,1960
"14845","SVN",1422.84692731664,1960
"14846","SWE",776.849735129904,1960
"14847","SWZ",977.061751999029,1960
"14848","SXM",NA,1960
"14849","SYC",NA,1960
"14850","SYR",273.448549709232,1960
"14851","TCA",861.3,1960
"14852","TCD",853.007983481435,1960
"14853","TGO",1411.63976797153,1960
"14854","THA",1455.81714066505,1960
"14855","TJK",514.239958413837,1960
"14856","TKM",117.019763420255,1960
"14857","TLS",1640.74847759446,1960
"14858","TON",NA,1960
"14859","TTO",1626.65098702783,1960
"14860","TUN",328.729366370242,1960
"14861","TUR",604.295776744808,1960
"14862","TWN",2231.89474014682,1960
"14863","TZA",900.847918897418,1960
"14864","UGA",1207.36476832961,1960
"14865","UKR",629.399153373368,1960
"14866","URY",888.257326894902,1960
"14867","USA",915.562122562335,1960
"14868","UZB",301.711794492849,1960
"14869","VAT",944.6,1960
"14870","VCT",1911.1,1960
"14871","VEN",1111.26513648294,1960
"14872","VGB",NA,1960
"14873","VIR",1464,1960
"14874","VNM",1715.1527721809,1960
"14875","VUT",2394.41924407094,1960
"14876","PSE",378.072935896317,1960
"14877","WLF",NA,1960
"14878","WSM",2824.3,1960
"14879","YEM",270.027135144401,1960
"14880","ZAF",735.292717671078,1960
"14881","ZMB",905.665552709603,1960
"14882","ZWE",651.730146949886,1960
"14883","TUV",NA,1960
"14884","GUF",3244.51285275385,1960
"14885","ABW",NA,1961
"14886","AFG",345.903222331038,1961
"14887","AGO",1409.81782935981,1961
"14888","AIA",NA,1961
"14889","ALB",1108.2163114823,1961
"14890","ALA",641.5,1961
"14891","AND",779.469895904319,1961
"14892","ARE",99.311350399913,1961
"14893","ARG",963.349371213322,1961
"14894","ARM",337.846695729896,1961
"14895","ASM",NA,1961
"14896","ATA",NA,1961
"14897","Ashm",NA,1961
"14898","ATF",NA,1961
"14899","ATG",NA,1961
"14900","AUS",887.807816551355,1961
"14901","AUT",877.722735434012,1961
"14902","AZE",360.589054632571,1961
"14903","BDI",1282.15773644694,1961
"14904","BEL",886.673154823608,1961
"14905","BEN",1111.49305870711,1961
"14906","BFA",838.981270934508,1961
"14907","BGD",1786.53909847086,1961
"14908","BGR",572.425392240137,1961
"14909","BHR",NA,1961
"14910","BHS",719.180188439153,1961
"14911","BIH",1008.42866136699,1961
"14912","BLM",NA,1961
"14913","BLR",528.879279284955,1961
"14914","BLZ",2090.86244418813,1961
"14915","BMU",NA,1961
"14916","BOL",955.559606657085,1961
"14917","BRA",1443.50140655724,1961
"14918","BRB",NA,1961
"14919","BRN",2423.74081776848,1961
"14920","BTN",2678.71321569041,1961
"14921","BWA",489.660746677397,1961
"14922","CAF",1421.85144600537,1961
"14923","CAN",826.955357600228,1961
"14924","CHE",1144.56078699806,1961
"14925","CHL",688.302083079235,1961
"14926","CHN",1026.09700352902,1961
"14927","CIV",1462.56643397303,1961
"14928","CMR",1789.61824595544,1961
"14929","COD",1736.3527078147,1961
"14930","COG",1718.91575591396,1961
"14931","COK",2134.7,1961
"14932","COL",1593.10323343721,1961
"14933","COM",2401.8,1961
"14934","CPV",701.1,1961
"14935","CRI",3244.9420330732,1961
"14936","CUB",1142.61713327113,1961
"14937","CUW",NA,1961
"14938","CYM",1773.5,1961
"14939","CYN",416.548014827435,1961
"14940","CYP",591.143636619684,1961
"14941","CZE",607.511756545583,1961
"14942","DEU",882.426763375277,1961
"14943","DJI",201.599062004858,1961
"14944","DMA",NA,1961
"14945","DNK",699.003611492804,1961
"14946","DOM",1670.31241988594,1961
"14947","DZA",343.359645373249,1961
"14948","ECU",1092.30019658102,1961
"14949","EGY",61.1266409085639,1961
"14950","ERI",591.358391562386,1961
"14951","ESP",666.018132181148,1961
"14952","EST",772.554431151385,1961
"14953","ETH",1296.71372904873,1961
"14954","FIN",645.086098141085,1961
"14955","FJI",2979.38449792327,1961
"14956","FLK",551.42141146646,1961
"14957","FRA",727.431051784599,1961
"14958","FRO",NA,1961
"14959","FSM",NA,1961
"14960","GAB",2292.37996404425,1961
"14961","Gaza",244.8,1961
"14962","GBR",781.685709098298,1961
"14963","GEO",1062.24877630949,1961
"14964","GGY",NA,1961
"14965","GHA",1255.46323348335,1961
"14966","GIN",2250.54863367123,1961
"14967","GMB",1059.51255189588,1961
"14968","GNB",1704.89420981087,1961
"14969","GNQ",2243.44974159305,1961
"14970","GRC",570.226214694925,1961
"14971","GRD",NA,1961
"14972","GRL",577.362725414317,1961
"14973","GTM",2214.36585125335,1961
"14974","GUM",NA,1961
"14975","GUY",1701.69280406208,1961
"14976","HKG",2345.9,1961
"14977","HMD",NA,1961
"14978","HND",1598.09161237243,1961
"14979","HRV",889.980793718898,1961
"14980","HTI",1351.6951652348,1961
"14981","HUN",425.34232756258,1961
"14982","IDN",1946.39183146952,1961
"14983","IMN",NA,1961
"14984","IND",1344.09641157392,1961
"14985","IOA",NA,1961
"14986","IOT",NA,1961
"14987","IRL",936.681765408082,1961
"14988","IRN",278.96737228772,1961
"14989","IRQ",276.649911758403,1961
"14990","ISL",882.067979110784,1961
"14991","ISR",464.47192766668,1961
"14992","ITA",870.730027240192,1961
"14993","JAM",2011.37119988066,1961
"14994","JEY",832.4,1961
"14995","JOR",318.136380300566,1961
"14996","JPN",1645.09971355903,1961
"14997","KAS",339.5,1961
"14998","KAZ",354.063619008818,1961
"14999","KEN",1657.5744328318,1961
"15000","KGZ",333.082591281177,1961
"15001","KHM",1726.32811420069,1961
"15002","KIR",NA,1961
"15003","KNA",NA,1961
"15004","KOR",1578.94167499069,1961
"15005","KOS",524.275581400444,1961
"15006","KWT",240.130603014469,1961
"15007","LAO",2090.32558844125,1961
"15008","LBN",1025.95965791239,1961
"15009","LBR",2701.18210295415,1961
"15010","LBY",206.427831099709,1961
"15011","LCA",NA,1961
"15012","LIE",1724.68836139173,1961
"15013","LKA",2777.36456097635,1961
"15014","LSO",799.584033145191,1961
"15015","LTU",628.272428057044,1961
"15016","LUX",842.4,1961
"15017","LVA",643.204134196034,1961
"15018","MAC",1997.3,1961
"15019","MAF",NA,1961
"15020","MAR",336.281618149531,1961
"15021","MCO",797.6,1961
"15022","MDA",448.984119745141,1961
"15023","MDG",1764.57872313247,1961
"15024","MDV",NA,1961
"15025","MEX",929.162538756699,1961
"15026","MHL",NA,1961
"15027","MKD",564.309289919204,1961
"15028","MLI",806.964315076855,1961
"15029","MLT",NA,1961
"15030","MMR",2288.01002623289,1961
"15031","MNE",1253.81323166942,1961
"15032","MNG",322.935659687291,1961
"15033","MNP",NA,1961
"15034","MOZ",1022.32042028429,1961
"15035","MRT",268.556729715009,1961
"15036","MSR",NA,1961
"15037","MUS",1642,1961
"15038","MWI",1299.65829996766,1961
"15039","MYS",2509.67459219439,1961
"15040","NAM",343.221337245898,1961
"15041","NCL",1915.94114614692,1961
"15042","NER",608.815000219136,1961
"15043","NFK",NA,1961
"15044","NGA",1340.92420905793,1961
"15045","NIC",1667.58664555059,1961
"15046","NIU",NA,1961
"15047","NLD",962.605530537952,1961
"15048","NOR",1179.30693436586,1961
"15049","NPL",1566.55242297405,1961
"15050","NRU",NA,1961
"15051","NZL",1232.54635715536,1961
"15052","OMN",99.5603961718603,1961
"15053","PAK",481.975471738914,1961
"15054","PAN",2677.08049905294,1961
"15055","PCN",NA,1961
"15056","PER",752.146443517507,1961
"15057","PHL",2425.4401077297,1961
"15058","PLW",NA,1961
"15059","PNG",3131.02890373734,1961
"15060","POL",619.045666332229,1961
"15061","PRI",2077.46570823072,1961
"15062","PRK",1978.79762748059,1961
"15063","PRT",1060.74325975291,1961
"15064","PRY",1668.34657669796,1961
"15065","PYF",2339.7,1961
"15066","QAT",66.2163298591019,1961
"15067","ROU",469.847465981347,1961
"15068","RUS",588.811648534468,1961
"15069","RWA",1194.39134341246,1961
"15070","ESH",27.015482566136,1961
"15071","SAU",119.443389158531,1961
"15072","SDN",421.096049081487,1961
"15073","SSD",1094.45671856441,1961
"15074","SEN",735.566032826348,1961
"15075","SGP",NA,1961
"15076","SGS",NA,1961
"15077","SHN",NA,1961
"15078","SLB",3090.87046682162,1961
"15079","SLE",2790.98872192524,1961
"15080","SLV",2096.23411812448,1961
"15081","SMR",900.6998770684,1961
"15082","SOL",293.056746589964,1961
"15083","SOM",664.359367108218,1961
"15084","SPM",NA,1961
"15085","SRB",522.605274894246,1961
"15086","STP",1599.3,1961
"15087","SUR",1548.14941477425,1961
"15088","SVK",620.515346539709,1961
"15089","SVN",1185.30278381114,1961
"15090","SWE",668.098121187462,1961
"15091","SWZ",736.899840160985,1961
"15092","SXM",NA,1961
"15093","SYC",NA,1961
"15094","SYR",375.842591384669,1961
"15095","TCA",565.6,1961
"15096","TCD",892.426835532796,1961
"15097","TGO",1122.12722250595,1961
"15098","THA",1533.49888440363,1961
"15099","TJK",410.128097593579,1961
"15100","TKM",128.700067331993,1961
"15101","TLS",1866.82933731918,1961
"15102","TON",NA,1961
"15103","TTO",1528.94448638489,1961
"15104","TUN",298.30764681138,1961
"15105","TUR",571.925938129856,1961
"15106","TWN",1766.97821803065,1961
"15107","TZA",1284.0754100141,1961
"15108","UGA",1552.74771226149,1961
"15109","UKR",492.518074883884,1961
"15110","URY",1132.21286874596,1961
"15111","USA",963.650951154004,1961
"15112","UZB",228.224653285674,1961
"15113","VAT",629.9,1961
"15114","VCT",2060.5,1961
"15115","VEN",1032.12747257384,1961
"15116","VGB",NA,1961
"15117","VIR",1019,1961
"15118","VNM",1722.095981456,1961
"15119","VUT",4243.58950017941,1961
"15120","PSE",634.199210544563,1961
"15121","WLF",NA,1961
"15122","WSM",3142.9,1961
"15123","YEM",289.617934132234,1961
"15124","ZAF",706.883891765825,1961
"15125","ZMB",1221.59188716668,1961
"15126","ZWE",733.989928471658,1961
"15127","TUV",NA,1961
"15128","GUF",2505.48420941851,1961
"15129","ABW",NA,1962
"15130","AFG",347.501829722672,1962
"15131","AGO",1131.24942689968,1962
"15132","AIA",NA,1962
"15133","ALB",1529.45197000701,1962
"15134","ALA",542.5,1962
"15135","AND",948.597452542247,1962
"15136","ARE",100.950478613743,1962
"15137","ARG",681.326357654974,1962
"15138","ARM",438.561174385685,1962
"15139","ASM",NA,1962
"15140","ATA",NA,1962
"15141","Ashm",NA,1962
"15142","ATF",NA,1962
"15143","ATG",NA,1962
"15144","AUS",928.063222907101,1962
"15145","AUT",941.226495658192,1962
"15146","AZE",468.546359999751,1962
"15147","BDI",1286.96581052877,1962
"15148","BEL",748.724064477293,1962
"15149","BEN",1449.91188594226,1962
"15150","BFA",973.009931637707,1962
"15151","BGD",1774.86859628024,1962
"15152","BGR",602.742649776454,1962
"15153","BHR",NA,1962
"15154","BHS",926.395540298086,1962
"15155","BIH",1125.13693179584,1962
"15156","BLM",NA,1962
"15157","BLR",708.876125287129,1962
"15158","BLZ",1812.80022760712,1962
"15159","BMU",NA,1962
"15160","BOL",811.852851022673,1962
"15161","BRA",1462.73547371149,1962
"15162","BRB",NA,1962
"15163","BRN",3371.06596790235,1962
"15164","BTN",2865.64931019835,1962
"15165","BWA",414.00173799821,1962
"15166","CAF",1594.04860931309,1962
"15167","CAN",857.257600892551,1962
"15168","CHE",1081.65952699262,1962
"15169","CHL",495.590510454742,1962
"15170","CHN",969.903839988956,1962
"15171","CIV",1783.45939314835,1962
"15172","CMR",1971.84032402297,1962
"15173","COD",1586.93234869856,1962
"15174","COG",1451.81284828523,1962
"15175","COK",2673.3,1962
"15176","COL",1786.06465934943,1962
"15177","COM",1395.2,1962
"15178","CPV",797.7,1962
"15179","CRI",3490.74270857516,1962
"15180","CUB",1002.85719637888,1962
"15181","CUW",NA,1962
"15182","CYM",1029.8,1962
"15183","CYN",378.701755927696,1962
"15184","CYP",512.03377466377,1962
"15185","CZE",614.370236286725,1962
"15186","DEU",703.740964135794,1962
"15187","DJI",201.574724167156,1962
"15188","DMA",NA,1962
"15189","DNK",662.63189045194,1962
"15190","DOM",1503.89885020948,1962
"15191","DZA",563.055066012547,1962
"15192","ECU",1092.59395623717,1962
"15193","EGY",26.364980646097,1962
"15194","ERI",450.883219463934,1962
"15195","ESP",738.14612653869,1962
"15196","EST",841.968545593944,1962
"15197","ETH",1076.4555473077,1962
"15198","FIN",689.921454127735,1962
"15199","FJI",2911.58552045604,1962
"15200","FLK",474.038510081246,1962
"15201","FRA",697.016976330862,1962
"15202","FRO",NA,1962
"15203","FSM",NA,1962
"15204","GAB",2227.28622477199,1962
"15205","Gaza",85.7,1962
"15206","GBR",710.636109714752,1962
"15207","GEO",883.435579835431,1962
"15208","GGY",NA,1962
"15209","GHA",1460.12378840249,1962
"15210","GIN",2400.60924181904,1962
"15211","GMB",993.384905932313,1962
"15212","GNB",1842.78886925757,1962
"15213","GNQ",2494.67322329692,1962
"15214","GRC",837.215237019095,1962
"15215","GRD",NA,1962
"15216","GRL",632.37648785654,1962
"15217","GTM",2164.52458460862,1962
"15218","GUM",NA,1962
"15219","GUY",1880.07650351018,1962
"15220","HKG",1771,1962
"15221","HMD",NA,1962
"15222","HND",1620.95449118844,1962
"15223","HRV",1013.78562247089,1962
"15224","HTI",1260.30904443041,1962
"15225","HUN",494.866499227872,1962
"15226","IDN",2532.30278406193,1962
"15227","IMN",NA,1962
"15228","IND",1166.59214792836,1962
"15229","IOA",NA,1962
"15230","IOT",NA,1962
"15231","IRL",920.646817961052,1962
"15232","IRN",321.270340169677,1962
"15233","IRQ",202.458353293696,1962
"15234","ISL",862.732373141999,1962
"15235","ISR",333.176123572808,1962
"15236","ITA",857.988549362469,1962
"15237","JAM",1870.8097893299,1962
"15238","JEY",822.1,1962
"15239","JOR",154.609678862346,1962
"15240","JPN",1530.91789538971,1962
"15241","KAS",128.7,1962
"15242","KAZ",335.294737980319,1962
"15243","KEN",1322.51112161117,1962
"15244","KGZ",407.227932232816,1962
"15245","KHM",1532.39665338794,1962
"15246","KIR",NA,1962
"15247","KNA",NA,1962
"15248","KOR",1223.09011287736,1962
"15249","KOS",794.234435290104,1962
"15250","KWT",185.192430429054,1962
"15251","LAO",1824.93112402076,1962
"15252","LBN",900.297558344759,1962
"15253","LBR",3116.86353669498,1962
"15254","LBY",272.717944921856,1962
"15255","LCA",NA,1962
"15256","LIE",1528.16816880305,1962
"15257","LKA",2496.21614583131,1962
"15258","LSO",674.730107137513,1962
"15259","LTU",721.822096600781,1962
"15260","LUX",621.8,1962
"15261","LVA",743.243479475937,1962
"15262","MAC",1416.5,1962
"15263","MAF",NA,1962
"15264","MAR",521.266232687461,1962
"15265","MCO",614.1,1962
"15266","MDA",549.715588000142,1962
"15267","MDG",1549.87427517296,1962
"15268","MDV",NA,1962
"15269","MEX",861.819493345175,1962
"15270","MHL",NA,1962
"15271","MKD",801.392996022518,1962
"15272","MLI",821.95639339925,1962
"15273","MLT",NA,1962
"15274","MMR",1802.31450854394,1962
"15275","MNE",1611.97927791896,1962
"15276","MNG",272.888436744663,1962
"15277","MNP",NA,1962
"15278","MOZ",1158.27211309609,1962
"15279","MRT",264.691237552369,1962
"15280","MSR",NA,1962
"15281","MUS",1770.8,1962
"15282","MWI",1243.22410255677,1962
"15283","MYS",2635.1569328306,1962
"15284","NAM",272.352818795542,1962
"15285","NCL",1781.05132642112,1962
"15286","NER",542.400430769465,1962
"15287","NFK",NA,1962
"15288","NGA",1569.203744145,1962
"15289","NIC",1561.41193555268,1962
"15290","NIU",NA,1962
"15291","NLD",760.793517568744,1962
"15292","NOR",1141.15066150012,1962
"15293","NPL",1684.56633426236,1962
"15294","NRU",NA,1962
"15295","NZL",1449.59471304503,1962
"15296","OMN",110.748994153301,1962
"15297","PAK",378.864831425415,1962
"15298","PAN",2710.34616337757,1962
